GT,MTurk_Label,dataset,image,x,y
1,1,M2_L_V1_2,img_675.jpg,552.7129516601562,307.1734619140625
1,1,M2_L_V1_2,img_720.jpg,536.6944580078125,273.0816345214844
1,1,M2_L_V1_2,img_765.jpg,524.4524536132812,270.936767578125
1,1,M2_L_V1_2,img_810.jpg,530.8407592773438,328.3167419433594
1,1,M2_L_V1_2,img_855.jpg,565.2650146484375,371.9195861816406
0,0,M2_L_V1_2,img_900.jpg,552.39453125,308.8710021972656
1,0,M2_L_V1_2,img_945.jpg,563.8717041015625,306.4235534667969
1,1,M2_L_V1_2,img_990.jpg,571.5755615234375,329.0918273925781
1,1,M2_L_V1_2,img_1035.jpg,546.5245361328125,317.61480712890625
1,1,M2_L_V1_2,img_1080.jpg,597.86376953125,246.46725463867188
1,1,M2_L_V1_2,img_1125.jpg,545.1875610351562,280.3297424316406
1,1,M2_L_V1_2,img_1170.jpg,554.708740234375,342.9483947753906
1,1,M2_L_V1_2,img_1215.jpg,517.8873291015625,349.83673095703125
1,1,M2_L_V1_2,img_1260.jpg,514.2393798828125,347.22662353515625
1,1,M2_L_V1_2,img_1305.jpg,571.3870239257812,268.6517639160156
1,1,M2_L_V1_2,img_1350.jpg,515.4585571289062,242.7303771972656
0,0,M2_L_V1_2,img_1395.jpg,546.8419189453125,285.9515075683594
1,0,M2_L_V1_2,img_1440.jpg,502.4504089355469,355.8439025878906
1,1,M2_L_V1_2,img_1485.jpg,547.4910888671875,375.0388793945313
1,1,M2_L_V1_2,img_1530.jpg,497.81536865234375,297.8515319824219
1,1,M2_L_V1_2,img_1575.jpg,512.104736328125,277.1451110839844
1,1,M2_L_V1_2,img_1620.jpg,534.762939453125,306.08233642578125
1,1,M2_L_V1_2,img_1665.jpg,560.1021728515625,283.7300720214844
1,1,M2_L_V1_2,img_1710.jpg,534.38427734375,277.7821655273437
0,0,M2_L_V2_1,img_0.jpg,534.7432250976562,330.44708251953125
0,0,M2_L_V2_1,img_45.jpg,532.0738525390625,328.47833251953125
0,0,M2_L_V2_1,img_90.jpg,570.3330078125,243.573974609375
0,0,M2_L_V2_1,img_135.jpg,505.4261474609375,293.10467529296875
0,0,M2_L_V2_1,img_180.jpg,426.378662109375,307.85125732421875
0,0,M2_L_V2_1,img_225.jpg,675.7508544921875,301.5475769042969
0,0,M2_L_V2_1,img_270.jpg,482.1380615234375,319.6654052734375
0,0,M2_L_V2_1,img_315.jpg,392.69818115234375,420.6860656738281
0,0,M2_L_V2_1,img_360.jpg,375.54443359375,403.9762268066406
1,1,M2_L_V2_1,img_405.jpg,392.3201599121094,461.1280212402344
1,1,M2_L_V2_1,img_450.jpg,422.6626281738281,506.9224853515625
1,1,M2_L_V2_1,img_495.jpg,439.65960693359375,468.4710388183594
1,1,M2_L_V2_1,img_540.jpg,438.71588134765625,392.4475708007813
1,1,M2_L_V2_1,img_585.jpg,440.6761779785156,376.7251586914063
1,1,M2_L_V2_1,img_630.jpg,457.9253845214844,392.2379455566406
1,1,M2_L_V2_1,img_675.jpg,436.72412109375,401.0075988769531
1,1,M2_L_V2_1,img_720.jpg,448.3763122558594,385.7966613769531
1,1,M2_L_V2_1,img_765.jpg,392.5992736816406,402.1422119140625
0,0,M2_L_V2_1,img_810.jpg,473.2951049804688,354.3070678710937
0,0,M2_L_V2_1,img_855.jpg,477.5856018066406,381.2049255371094
0,0,M2_L_V2_1,img_900.jpg,500.5869445800781,334.5110168457031
0,0,M2_L_V2_1,img_945.jpg,527.0617065429688,360.79876708984375
1,1,M2_L_V2_1,img_990.jpg,520.4348754882812,396.959716796875
1,1,M2_L_V2_1,img_1035.jpg,495.0667419433594,373.3372497558594
1,1,M2_L_V2_1,img_1080.jpg,539.5263061523438,347.4307861328125
1,1,M2_L_V2_1,img_1125.jpg,499.1502380371094,299.4957275390625
1,1,M2_L_V2_1,img_1170.jpg,435.2635498046875,312.891845703125
1,1,M2_L_V2_1,img_1215.jpg,563.5655517578125,322.1334228515625
1,1,M2_L_V2_1,img_1260.jpg,585.4999389648438,317.86590576171875
1,1,M2_L_V2_1,img_1305.jpg,579.7630615234375,295.9301452636719
1,1,M2_L_V2_1,img_1350.jpg,505.67474365234375,432.1435241699219
1,1,M2_L_V2_1,img_1395.jpg,468.6957702636719,311.5767822265625
1,1,M2_L_V2_1,img_1440.jpg,471.8482666015625,265.3475036621094
0,0,M2_L_V2_1,img_1485.jpg,455.1898193359375,318.61444091796875
1,1,M2_L_V2_1,img_1530.jpg,514.4102783203125,413.0084838867188
1,1,M2_L_V2_1,img_1575.jpg,529.539794921875,438.3812255859375
1,1,M2_L_V2_1,img_1620.jpg,528.9485473632812,447.1473693847656
0,0,M2_L_V2_1,img_1665.jpg,472.9851684570313,323.802490234375
0,0,M2_L_V2_1,img_1710.jpg,577.770751953125,390.942626953125
0,0,M2_L_V2_2,img_0.jpg,538.3399658203125,397.20318603515625
0,0,M2_L_V2_2,img_45.jpg,526.7061767578125,398.41546630859375
0,0,M2_L_V2_2,img_90.jpg,565.63330078125,369.8398742675781
0,0,M2_L_V2_2,img_135.jpg,487.886962890625,326.4576721191406
0,0,M2_L_V2_2,img_180.jpg,464.7765808105469,387.3185729980469
0,0,M2_L_V2_2,img_225.jpg,546.783203125,355.24029541015625
1,1,M2_L_V2_2,img_270.jpg,559.8317260742188,399.8657531738281
1,1,M2_L_V2_2,img_315.jpg,522.9111328125,419.2854614257813
1,1,M2_L_V2_2,img_360.jpg,528.0420532226562,333.666015625
1,1,M2_L_V2_2,img_405.jpg,436.6717224121094,357.8655700683594
1,1,M2_L_V2_2,img_450.jpg,508.6151123046875,391.7827453613281
1,1,M2_L_V2_2,img_495.jpg,536.1429443359375,400.5547790527344
1,1,M2_L_V2_2,img_540.jpg,461.4151916503906,344.56939697265625
1,1,M2_L_V2_2,img_585.jpg,518.3736572265625,347.0692138671875
0,0,M2_L_V2_2,img_630.jpg,537.3477172851562,387.81439208984375
1,1,M2_L_V2_2,img_675.jpg,516.31494140625,423.7738952636719
1,1,M2_L_V2_2,img_720.jpg,515.4362182617188,353.8380432128906
1,1,M2_L_V2_2,img_765.jpg,550.4675903320312,346.2347106933594
1,1,M2_L_V2_2,img_810.jpg,521.1121215820312,418.88775634765625
1,1,M2_L_V2_2,img_855.jpg,475.66986083984375,443.0041809082031
1,1,M2_L_V2_2,img_900.jpg,482.209716796875,360.23974609375
1,1,M2_L_V2_2,img_945.jpg,534.353759765625,334.6148376464844
1,1,M2_L_V2_2,img_990.jpg,534.3690795898438,378.0439453125
1,1,M2_L_V2_2,img_1035.jpg,564.62353515625,457.0785827636719
1,1,M2_L_V2_2,img_1080.jpg,561.7713012695312,332.4059753417969
1,1,M2_L_V2_2,img_1125.jpg,551.3598022460938,393.8122863769531
1,1,M2_L_V2_2,img_1170.jpg,524.0628662109375,406.90771484375
1,1,M2_L_V2_2,img_1215.jpg,523.6199951171875,341.0050354003906
1,0,M2_L_V2_2,img_1260.jpg,541.5323486328125,411.8097839355469
1,1,M2_L_V2_2,img_1305.jpg,502.585205078125,473.2954406738281
0,0,M2_L_V2_2,img_1350.jpg,522.8916015625,370.230224609375
1,1,M2_L_V2_2,img_1395.jpg,516.6094970703125,324.1156616210937
0,0,M2_L_V2_2,img_1440.jpg,465.4393615722656,418.0152893066406
1,1,M2_L_V2_2,img_1485.jpg,440.8369445800781,366.1451416015625
0,0,M2_L_V2_2,img_1530.jpg,514.7838745117188,337.4651794433594
1,1,M2_L_V2_2,img_1575.jpg,530.2584228515625,367.7326354980469
1,1,M2_L_V2_2,img_1620.jpg,508.0694885253906,389.8402099609375
1,1,M2_L_V2_2,img_1665.jpg,608.6001586914062,364.2509765625
1,1,M2_L_V2_2,img_1710.jpg,596.5557861328125,356.5376281738281
0,0,M2_R_V1_1,img_0.jpg,522.0855102539062,161.54954528808594
0,0,M2_R_V1_1,img_45.jpg,527.9022216796875,186.36138916015625
0,0,M2_R_V1_1,img_90.jpg,470.4376220703125,198.9521942138672
0,0,M2_R_V1_1,img_135.jpg,354.3841857910156,242.35549926757807
0,0,M2_R_V1_1,img_180.jpg,490.5736083984375,189.11032104492188
0,0,M2_R_V1_1,img_225.jpg,686.5921020507812,168.25454711914062
0,0,M2_R_V1_1,img_270.jpg,441.1047058105469,149.48741149902344
0,0,M2_R_V1_1,img_315.jpg,390.0830993652344,220.25045776367188
0,0,M2_R_V1_1,img_360.jpg,427.196533203125,355.53887939453125
1,1,M2_R_V1_1,img_405.jpg,412.4274291992188,388.63970947265625
1,1,M2_R_V1_1,img_450.jpg,455.6393127441406,350.07086181640625
0,0,M2_R_V1_1,img_495.jpg,450.23626708984375,250.88067626953125
1,1,M2_R_V1_1,img_540.jpg,454.0738830566406,376.763427734375
1,1,M2_R_V1_1,img_585.jpg,440.3259887695313,392.2693176269531
1,1,M2_R_V1_1,img_630.jpg,407.5391540527344,346.9417419433594
1,1,M2_R_V1_1,img_675.jpg,540.810546875,374.4923706054688
0,1,M2_R_V1_1,img_720.jpg,587.873291015625,359.6012878417969
0,0,M2_R_V1_1,img_765.jpg,643.0877075195312,342.2733459472656
1,1,M2_R_V1_1,img_810.jpg,580.6802368164062,421.8304138183594
1,1,M2_R_V1_1,img_855.jpg,592.6373901367188,391.7861022949219
1,1,M2_R_V1_1,img_900.jpg,578.2177734375,355.6165466308594
1,1,M2_R_V1_1,img_945.jpg,555.0060424804688,367.0743103027344
1,1,M2_R_V1_1,img_990.jpg,639.710205078125,385.8312683105469
1,1,M2_R_V1_1,img_1035.jpg,592.7124633789062,401.7593078613281
1,1,M2_R_V1_1,img_1080.jpg,588.3970336914062,367.0092468261719
1,1,M2_R_V1_1,img_1125.jpg,588.9722900390625,362.0946960449219
1,1,M2_R_V1_1,img_1170.jpg,586.0968017578125,396.6236877441406
0,0,M2_R_V1_1,img_1215.jpg,602.4822387695312,298.8829650878906
1,1,M2_R_V1_1,img_1260.jpg,617.3878173828125,310.4414367675781
1,1,M2_R_V1_1,img_1305.jpg,608.549560546875,347.9223327636719
1,1,M2_R_V1_1,img_1350.jpg,603.4014892578125,324.7062072753906
1,1,M2_R_V1_1,img_1395.jpg,579.0726928710938,356.5445556640625
1,1,M2_R_V1_1,img_1440.jpg,565.7412109375,357.72174072265625
1,1,M2_R_V1_1,img_1485.jpg,566.1705322265625,298.691162109375
1,1,M2_R_V1_1,img_1530.jpg,512.4257202148438,305.1072998046875
1,1,M2_R_V1_1,img_1575.jpg,594.8836669921875,323.4469909667969
1,1,M2_R_V1_1,img_1620.jpg,625.8681640625,325.6070861816406
1,1,M2_R_V1_1,img_1665.jpg,588.6809692382812,330.0153503417969
1,1,M2_R_V1_1,img_1710.jpg,509.18060302734375,328.7060546875
0,0,M2_R_V1_2,img_0.jpg,562.0328369140625,290.1006774902344
0,0,M2_R_V1_2,img_45.jpg,660.7125244140625,281.6746520996094
0,0,M2_R_V1_2,img_90.jpg,559.8130493164062,288.7366027832031
1,0,M2_R_V1_2,img_135.jpg,458.0261535644531,283.4350280761719
0,0,M2_R_V1_2,img_180.jpg,480.18463134765625,284.1533203125
1,0,M2_R_V1_2,img_225.jpg,566.2651977539062,313.2166442871094
1,1,M2_R_V1_2,img_270.jpg,540.411865234375,338.4343566894531
1,1,M2_R_V1_2,img_315.jpg,527.1788940429688,242.3361358642578
1,1,M2_R_V1_2,img_360.jpg,572.0952758789062,269.66632080078125
0,1,M2_R_V1_2,img_405.jpg,538.4168701171875,284.1825866699219
1,1,M2_R_V1_2,img_450.jpg,480.4128112792969,293.8754272460937
1,1,M2_R_V1_2,img_495.jpg,507.4737548828125,235.1583709716797
1,1,M2_R_V1_2,img_540.jpg,492.0286254882813,251.96778869628903
1,1,M2_R_V1_2,img_585.jpg,508.5308227539063,218.36691284179688
1,1,M2_R_V1_2,img_630.jpg,541.691650390625,256.7859191894531
1,1,M2_R_V1_2,img_675.jpg,513.061279296875,246.19371032714844
1,1,M2_R_V1_2,img_720.jpg,509.0592651367188,214.35678100585935
1,1,M2_R_V1_2,img_765.jpg,557.1607666015625,262.3186950683594
1,1,M2_R_V1_2,img_810.jpg,567.9159545898438,239.78717041015625
1,1,M2_R_V1_2,img_855.jpg,559.6617431640625,229.34173583984372
1,1,M2_R_V1_2,img_900.jpg,458.3672790527344,239.2335357666016
1,1,M2_R_V1_2,img_945.jpg,522.8978271484375,245.114501953125
1,1,M2_R_V1_2,img_990.jpg,517.5366821289062,298.6071472167969
0,0,M2_R_V1_2,img_1035.jpg,512.345947265625,252.3786773681641
1,1,M2_R_V1_2,img_1080.jpg,544.6231079101562,381.3004760742188
0,0,M2_R_V1_2,img_1125.jpg,506.8538208007813,314.9313659667969
1,1,M2_R_V1_2,img_1170.jpg,513.0975341796875,268.3406982421875
1,0,M2_R_V1_2,img_1215.jpg,486.82806396484375,269.5093078613281
1,1,M2_R_V1_2,img_1260.jpg,508.7381591796875,277.314453125
1,1,M2_R_V1_2,img_1305.jpg,496.2750244140625,249.344970703125
1,1,M2_R_V1_2,img_1350.jpg,513.8546752929688,269.3464660644531
0,0,M2_R_V1_2,img_1395.jpg,474.3323974609375,258.6668701171875
1,1,M2_R_V1_2,img_1440.jpg,501.9905700683594,242.4466552734375
1,1,M2_R_V1_2,img_1485.jpg,503.4194030761719,224.80665588378903
1,1,M2_R_V1_2,img_1530.jpg,507.9902648925781,208.43365478515625
1,1,M2_R_V1_2,img_1575.jpg,514.1710205078125,266.8199462890625
1,1,M2_R_V1_2,img_1620.jpg,496.90338134765625,224.9762420654297
1,1,M2_R_V1_2,img_1665.jpg,468.4422912597656,263.8082580566406
1,1,M2_R_V1_2,img_1710.jpg,477.27825927734375,242.34754943847656
0,0,M2_R_V2_1,img_0.jpg,519.0999145507812,292.6058044433594
0,0,M2_R_V2_1,img_45.jpg,506.70703125,284.9374389648437
0,0,M2_R_V2_1,img_90.jpg,562.9624633789062,353.0489196777344
0,0,M2_R_V2_1,img_135.jpg,605.9700317382812,418.1397705078125
1,1,M2_R_V2_1,img_180.jpg,604.4071044921875,446.5186767578125
1,1,M2_R_V2_1,img_225.jpg,616.4804077148438,410.7136840820313
1,1,M2_R_V2_1,img_270.jpg,599.5426635742188,363.23626708984375
1,1,M2_R_V2_1,img_315.jpg,653.5413208007812,406.0409851074219
1,1,M2_R_V2_1,img_360.jpg,674.169921875,399.538330078125
1,1,M2_R_V2_1,img_405.jpg,558.2471923828125,422.5850524902344
1,1,M2_R_V2_1,img_450.jpg,622.9216918945312,416.593505859375
1,1,M2_R_V2_1,img_495.jpg,611.6411743164062,371.4360656738281
1,1,M2_R_V2_1,img_540.jpg,611.98291015625,389.6827087402344
1,1,M2_R_V2_1,img_585.jpg,610.0419921875,382.9083557128906
0,0,M2_R_V2_1,img_630.jpg,512.07275390625,319.319580078125
0,0,M2_R_V2_1,img_675.jpg,427.2364196777344,280.4505310058594
0,0,M2_R_V2_1,img_720.jpg,510.195068359375,233.9981842041016
0,0,M2_R_V2_1,img_765.jpg,448.4032897949219,299.1415405273437
0,0,M2_R_V2_1,img_810.jpg,383.96630859375,385.5570983886719
0,0,M2_R_V2_1,img_855.jpg,375.2333068847656,423.595458984375
1,1,M2_R_V2_1,img_900.jpg,401.1725769042969,483.5009765625
1,0,M2_R_V2_1,img_945.jpg,413.4363708496094,484.2297058105469
1,1,M2_R_V2_1,img_990.jpg,402.970458984375,438.9157409667969
1,1,M2_R_V2_1,img_1035.jpg,471.2088623046875,441.0809020996094
1,1,M2_R_V2_1,img_1080.jpg,424.4469909667969,449.984619140625
1,1,M2_R_V2_1,img_1125.jpg,416.9157409667969,422.1202392578125
1,1,M2_R_V2_1,img_1170.jpg,426.5816650390625,424.5977478027344
1,1,M2_R_V2_1,img_1215.jpg,488.2533874511719,438.7763977050781
0,0,M2_R_V2_1,img_1260.jpg,416.2723693847656,435.8002014160156
0,0,M2_R_V2_1,img_1305.jpg,483.0205383300781,334.04766845703125
0,0,M2_R_V2_1,img_1350.jpg,602.4862060546875,366.1384887695313
1,1,M2_R_V2_1,img_1395.jpg,580.1010131835938,388.4791870117188
1,1,M2_R_V2_1,img_1440.jpg,571.997314453125,336.735107421875
1,0,M2_R_V2_1,img_1485.jpg,521.1312866210938,340.40838623046875
1,1,M2_R_V2_1,img_1530.jpg,602.4385986328125,335.623291015625
1,1,M2_R_V2_1,img_1575.jpg,561.2767333984375,337.2565612792969
1,1,M2_R_V2_1,img_1620.jpg,540.1973876953125,331.7167053222656
1,1,M2_R_V2_1,img_1665.jpg,517.0873413085938,328.8210754394531
0,0,M2_R_V2_1,img_1710.jpg,594.6392822265625,344.8285522460937
0,0,M2_R_V2_2,img_0.jpg,555.4964599609375,354.972900390625
0,0,M2_R_V2_2,img_45.jpg,504.9772644042969,303.8177185058594
0,0,M2_R_V2_2,img_90.jpg,478.013671875,372.92529296875
1,0,M2_R_V2_2,img_135.jpg,624.602294921875,418.1485595703125
1,1,M2_R_V2_2,img_180.jpg,513.3796997070312,380.5006103515625
0,0,M2_R_V2_2,img_225.jpg,488.4561767578125,329.02703857421875
1,1,M2_R_V2_2,img_270.jpg,484.0067138671875,416.6747131347656
1,1,M2_R_V2_2,img_315.jpg,507.6096496582031,324.1686096191406
1,1,M2_R_V2_2,img_360.jpg,566.716796875,328.83056640625
1,1,M2_R_V2_2,img_405.jpg,485.8904113769531,343.52813720703125
1,1,M2_R_V2_2,img_450.jpg,525.53076171875,355.2392883300781
1,1,M2_R_V2_2,img_495.jpg,538.7452392578125,332.5460205078125
1,1,M2_R_V2_2,img_540.jpg,531.9755249023438,314.5926208496094
1,1,M2_R_V2_2,img_585.jpg,554.0328369140625,338.82830810546875
1,1,M2_R_V2_2,img_630.jpg,477.76800537109375,342.2251281738281
1,1,M2_R_V2_2,img_675.jpg,511.2868957519531,372.2394104003906
1,1,M2_R_V2_2,img_720.jpg,522.5707397460938,415.4468078613281
1,1,M2_R_V2_2,img_765.jpg,591.7498168945312,346.3860168457031
1,1,M2_R_V2_2,img_810.jpg,491.5307922363281,356.1046447753906
1,1,M2_R_V2_2,img_855.jpg,530.0368041992188,361.2873229980469
1,1,M2_R_V2_2,img_900.jpg,488.716552734375,358.85699462890625
1,1,M2_R_V2_2,img_945.jpg,513.6423950195312,309.9622497558594
1,1,M2_R_V2_2,img_990.jpg,524.61279296875,371.2669372558594
1,1,M2_R_V2_2,img_1035.jpg,523.893310546875,325.881591796875
1,1,M2_R_V2_2,img_1080.jpg,486.3648986816406,371.7763977050781
1,1,M2_R_V2_2,img_1125.jpg,530.9000244140625,340.2367248535156
1,1,M2_R_V2_2,img_1170.jpg,479.794189453125,321.01763916015625
1,1,M2_R_V2_2,img_1215.jpg,500.76025390625,346.61309814453125
1,1,M2_R_V2_2,img_1260.jpg,575.4083862304688,338.7314453125
1,1,M2_R_V2_2,img_1305.jpg,467.1547546386719,304.57275390625
1,0,M2_R_V2_2,img_1350.jpg,447.4326477050781,285.2650451660156
0,0,M2_R_V2_2,img_1395.jpg,449.6488037109375,333.9110717773437
1,1,M2_R_V2_2,img_1440.jpg,485.1423645019531,390.9687194824219
1,1,M2_R_V2_2,img_1485.jpg,486.8217468261719,319.6404113769531
1,0,M2_R_V2_2,img_1530.jpg,483.18310546875,313.2254333496094
1,0,M2_R_V2_2,img_1575.jpg,555.0882568359375,338.37213134765625
0,1,M2_R_V2_2,img_1620.jpg,612.5714111328125,362.357177734375
1,1,M2_R_V2_2,img_1665.jpg,526.999267578125,326.7954406738281
1,1,M2_R_V2_2,img_1710.jpg,573.4224243164062,347.01129150390625
1,0,M2_R_V2_2,img_1755.jpg,484.33740234375,328.7585144042969
0,0,M3_L_V1_1,img_0.jpg,507.4739685058594,336.3716125488281
0,0,M3_L_V1_1,img_45.jpg,474.8755798339844,359.1088562011719
0,0,M3_L_V1_1,img_90.jpg,459.69049072265625,392.8586730957031
0,0,M3_L_V1_1,img_135.jpg,603.91259765625,350.3956604003906
0,0,M3_L_V1_1,img_180.jpg,405.4175415039063,367.1694641113281
0,0,M3_L_V1_1,img_225.jpg,535.3217163085938,360.5500183105469
0,0,M3_L_V1_1,img_270.jpg,466.4376220703125,403.5695190429688
1,1,M3_L_V1_1,img_315.jpg,464.5816345214844,460.4617309570313
1,1,M3_L_V1_1,img_360.jpg,462.8728942871094,477.63427734375
1,1,M3_L_V1_1,img_405.jpg,458.5256958007813,387.1778259277344
1,1,M3_L_V1_1,img_450.jpg,515.3806762695312,398.51318359375
1,1,M3_L_V1_1,img_495.jpg,481.3952026367188,403.7249450683594
1,1,M3_L_V1_1,img_540.jpg,434.0962829589844,420.73736572265625
1,1,M3_L_V1_1,img_585.jpg,459.1961669921875,393.78369140625
1,1,M3_L_V1_1,img_630.jpg,447.7530212402344,434.0289611816406
0,1,M3_L_V1_1,img_675.jpg,463.0315246582031,443.6966857910156
1,1,M3_L_V1_1,img_720.jpg,455.0486755371094,380.8281555175781
1,1,M3_L_V1_1,img_765.jpg,452.6078186035156,438.5474243164063
0,0,M3_L_V1_1,img_810.jpg,434.8361206054688,393.8023376464844
0,1,M3_L_V1_1,img_855.jpg,470.3690185546875,422.072265625
1,1,M3_L_V1_1,img_900.jpg,447.4644165039063,463.0697326660156
1,1,M3_L_V1_1,img_945.jpg,462.2184448242188,364.2437744140625
1,1,M3_L_V1_1,img_990.jpg,339.8308410644531,367.1918640136719
1,1,M3_L_V1_1,img_1035.jpg,511.7734069824219,374.0016479492188
1,1,M3_L_V1_1,img_1080.jpg,462.2223510742188,413.9986572265625
1,1,M3_L_V1_1,img_1125.jpg,475.6920471191406,383.4819030761719
1,1,M3_L_V1_1,img_1170.jpg,453.236328125,378.3682556152344
1,1,M3_L_V1_1,img_1215.jpg,463.3239440917969,427.8071594238281
0,1,M3_L_V1_1,img_1260.jpg,467.3808288574219,408.2365417480469
1,1,M3_L_V1_1,img_1305.jpg,465.2291870117188,496.9723815917969
1,1,M3_L_V1_1,img_1350.jpg,446.0263366699219,438.070556640625
1,1,M3_L_V1_1,img_1395.jpg,510.92523193359375,403.4071044921875
1,1,M3_L_V1_1,img_1440.jpg,414.107421875,421.9641723632813
1,1,M3_L_V1_1,img_1485.jpg,482.8193664550781,413.2877197265625
1,1,M3_L_V1_1,img_1530.jpg,459.6792602539063,441.9350280761719
1,1,M3_L_V1_1,img_1575.jpg,460.57275390625,408.5040893554688
1,1,M3_L_V1_1,img_1620.jpg,472.19537353515625,412.53369140625
1,1,M3_L_V1_1,img_1665.jpg,460.0212707519531,422.4613342285156
1,1,M3_L_V1_1,img_1710.jpg,458.911865234375,366.4134826660156
0,0,M3_L_V1_2,img_0.jpg,501.1194763183594,442.0458984375
0,0,M3_L_V1_2,img_45.jpg,527.58544921875,446.4199523925781
0,0,M3_L_V1_2,img_90.jpg,407.4921569824219,388.5866394042969
0,1,M3_L_V1_2,img_135.jpg,471.02484130859375,442.5078125
0,1,M3_L_V1_2,img_180.jpg,500.52392578125,393.5402526855469
1,0,M3_L_V1_2,img_225.jpg,516.5647583007812,398.2661437988281
1,1,M3_L_V1_2,img_270.jpg,507.9099731445313,386.4703674316406
1,1,M3_L_V1_2,img_315.jpg,508.4813537597656,303.82586669921875
1,1,M3_L_V1_2,img_360.jpg,507.41888427734375,307.23931884765625
1,1,M3_L_V1_2,img_405.jpg,411.1385498046875,350.3779602050781
1,1,M3_L_V1_2,img_450.jpg,496.1985473632813,326.0365905761719
1,1,M3_L_V1_2,img_495.jpg,492.1930236816406,334.78857421875
1,1,M3_L_V1_2,img_540.jpg,492.4444885253906,398.2019958496094
1,1,M3_L_V1_2,img_585.jpg,492.065673828125,323.8338623046875
1,1,M3_L_V1_2,img_630.jpg,493.9535827636719,308.27734375
1,1,M3_L_V1_2,img_675.jpg,492.4164123535156,326.1155700683594
1,1,M3_L_V1_2,img_720.jpg,492.5215148925781,326.2941589355469
1,1,M3_L_V1_2,img_765.jpg,503.6260681152344,291.2855529785156
1,1,M3_L_V1_2,img_810.jpg,501.69580078125,355.6285400390625
1,1,M3_L_V1_2,img_855.jpg,540.1790771484375,356.0809326171875
1,1,M3_L_V1_2,img_900.jpg,531.0718994140625,429.988037109375
1,1,M3_L_V1_2,img_945.jpg,483.4735412597656,470.2453918457031
0,0,M3_L_V1_2,img_990.jpg,507.93402099609375,405.3438720703125
1,1,M3_L_V1_2,img_1035.jpg,436.978759765625,427.71630859375
1,1,M3_L_V1_2,img_1080.jpg,474.3331604003906,450.5686340332031
1,1,M3_L_V1_2,img_1125.jpg,503.7367858886719,345.7471618652344
1,1,M3_L_V1_2,img_1170.jpg,475.6304016113281,323.7100524902344
1,1,M3_L_V1_2,img_1215.jpg,409.8771057128906,350.9091186523437
0,1,M3_L_V1_2,img_1260.jpg,501.56781005859375,368.009765625
0,0,M3_L_V1_2,img_1305.jpg,424.5216979980469,410.5890808105469
1,1,M3_L_V1_2,img_1350.jpg,454.3998107910156,318.87109375
1,1,M3_L_V1_2,img_1395.jpg,481.6193237304688,342.88995361328125
0,1,M3_L_V1_2,img_1440.jpg,468.21820068359375,358.3119201660156
1,1,M3_L_V1_2,img_1485.jpg,540.0370483398438,454.2877807617188
1,1,M3_L_V1_2,img_1530.jpg,524.7273559570312,315.8052978515625
1,1,M3_L_V1_2,img_1575.jpg,538.6103515625,326.4747314453125
1,0,M3_L_V1_2,img_1620.jpg,518.8668212890625,376.56927490234375
1,1,M3_L_V1_2,img_1665.jpg,511.629638671875,294.3553161621094
1,1,M3_L_V1_2,img_1710.jpg,576.199951171875,293.42205810546875
0,0,M3_L_V2_1,img_0.jpg,559.72900390625,198.32278442382807
0,0,M3_L_V2_1,img_45.jpg,561.6024169921875,196.44680786132807
0,0,M3_L_V2_1,img_90.jpg,532.6817016601562,193.6372528076172
0,0,M3_L_V2_1,img_135.jpg,784.499267578125,171.12721252441406
0,0,M3_L_V2_1,img_180.jpg,455.0188598632813,183.1210479736328
0,0,M3_L_V2_1,img_225.jpg,503.8334045410156,264.3203430175781
1,0,M3_L_V2_1,img_270.jpg,483.96038818359375,341.8103942871094
1,1,M3_L_V2_1,img_315.jpg,486.491455078125,427.5984191894531
1,1,M3_L_V2_1,img_360.jpg,491.2093811035156,432.1472778320313
1,1,M3_L_V2_1,img_405.jpg,502.1009521484375,353.7294311523437
1,1,M3_L_V2_1,img_450.jpg,450.1693115234375,298.7809753417969
1,1,M3_L_V2_1,img_495.jpg,500.4843444824219,313.970947265625
1,1,M3_L_V2_1,img_540.jpg,563.07666015625,318.72674560546875
1,1,M3_L_V2_1,img_585.jpg,494.66412353515625,249.2466735839844
0,0,M3_L_V2_1,img_630.jpg,466.4847717285156,379.5418090820313
1,1,M3_L_V2_1,img_675.jpg,525.4560546875,303.09454345703125
1,1,M3_L_V2_1,img_720.jpg,530.7554931640625,366.5687561035156
1,1,M3_L_V2_1,img_765.jpg,529.5271606445312,412.6834716796875
1,1,M3_L_V2_1,img_810.jpg,514.311767578125,289.5407409667969
1,1,M3_L_V2_1,img_855.jpg,528.4303588867188,301.9568176269531
1,1,M3_L_V2_1,img_900.jpg,491.9531555175781,324.2245483398437
1,1,M3_L_V2_1,img_945.jpg,512.7936401367188,246.59817504882807
0,0,M3_L_V2_1,img_990.jpg,513.376220703125,335.4601135253906
1,1,M3_L_V2_1,img_1035.jpg,531.1950073242188,383.4014892578125
1,1,M3_L_V2_1,img_1080.jpg,512.5020751953125,274.1417236328125
1,1,M3_L_V2_1,img_1125.jpg,503.7831115722656,268.9099426269531
0,0,M3_L_V2_1,img_1170.jpg,457.40228271484375,298.443115234375
0,0,M3_L_V2_1,img_1215.jpg,472.5314636230469,263.33966064453125
0,0,M3_L_V2_1,img_1260.jpg,472.4202880859375,263.0479736328125
0,1,M3_L_V2_1,img_1305.jpg,479.3062133789063,312.3179626464844
